temperature_T,platt_A,platt_B,orig_ece,orig_mce,orig_bce,orig_auc,orig_auprc,temp_ece,temp_mce,temp_bce,temp_auc,temp_auprc,platt_ece,platt_mce,platt_bce,platt_auc,platt_auprc
0.8446471095085144,0.918965756893158,-0.9400134682655334,0.05863425850488145,0.3542080882870023,0.13054254822726097,0.9741454939427265,0.5946107791467299,0.04701122595514484,0.3715558903113655,0.12414711314515674,0.9741454929576764,0.594609251767064,0.030485096655635886,0.2842811598764996,0.09641605529579286,0.9741454954203016,0.5946109616838545
