feature,mean,std
phla_dope_per_res,-2.444472576557609,0.7636872486634119
tcr_lDDT,0.9583077869683742,0.012279526304378287
tcr_pTM,0.9067032234696765,0.016149113265208927
tcr_ipTM,0.8799940247009341,0.023664369040567942
