temperature_T,platt_A,platt_B,orig_ece,orig_mce,orig_bce,orig_auc,orig_auprc,temp_ece,temp_mce,temp_bce,temp_auc,temp_auprc,platt_ece,platt_mce,platt_bce,platt_auc,platt_auprc
1.0819836854934692,0.5385470390319824,-1.5460246801376343,0.19579524436492096,0.8070193226541689,0.44670966382246097,0.7654233864489746,0.12756587615661227,0.2074970649533951,0.7987114002434326,0.44437349517656477,0.7654233815163888,0.12756585529712403,0.07185755476571216,0.734354785510472,0.21570083652199154,0.7654233721444761,0.12756697278008713
