sim_tcrb_full_other_hla_max,signed_product_z,prob_diff,sim_tcra_full_other_hla_max,entropy_diff,entropy_surf,sim_epitope_other_hla_max,sim_cdr3a_other_hla_max,sim_epitope_same_hla_max,phla_dope_per_res
0.00012571696,0.99913335,0.20202288,0.0001325437,0.21414365,0.13487622,0.34580934,0.0029270854,0.4094576,0.9991117
